aliquot_id	file_id	protocol_ref	protocol_component_versions	parent_alignment_ref	gene_annotation_ref	data_transformation_name	derived_data_file	tcga_data_type	tcga_data_level	tcga_archive_name
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2478162.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2478161.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2479965.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2476683.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2478189.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8VX-01A-11R-A37L-07	0ff237d2-9283-44c7-bfae-c2020c73b94c	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2476653.0ff237d2-9283-44c7-bfae-c2020c73b94c.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	0ff237d2-9283-44c7-bfae-c2020c73b94c gene_expression	unc.edu.0ff237d2-9283-44c7-bfae-c2020c73b94c.2478191.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2476842.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2476841.rsem.genes.results	RSEM_genes	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2477495.bt.exon_quantification.txt	exon_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2472269.junction_quantification.txt	junction_quantification	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2476873.rsem.genes.normalized_results	RSEM_genes_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W1-01A-11R-A37L-07	6b22709e-8b89-4a67-9530-3004467b91f6	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2471869.6b22709e-8b89-4a67-9530-3004467b91f6.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	6b22709e-8b89-4a67-9530-3004467b91f6 gene_expression	unc.edu.6b22709e-8b89-4a67-9530-3004467b91f6.2476868.rsem.isoforms.normalized_results	RSEM_isoforms_normalized	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
TCGA-2A-A8W3-01A-11R-A37L-07	a6841939-e9fa-43cf-9f64-b1b3c57a2576	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2	SeqWareVersion=0.7.0;MapSpliceRSEM=0.7.5	UNCID_2448613.a6841939-e9fa-43cf-9f64-b1b3c57a2576.sorted_genome_alignments.bam	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	a6841939-e9fa-43cf-9f64-b1b3c57a2576 gene_expression	unc.edu.a6841939-e9fa-43cf-9f64-b1b3c57a2576.2449088.rsem.isoforms.results	RSEM_isoforms	Level 3	unc.edu_PRAD.IlluminaHiSeq_RNASeqV2.Level_3.1.14.0
