individualId	sampleId	ccc_did	maf_ccc_did	maf_url
BAML-1161	BAML-14-00016		102aa4b1-6ef6-4fe3-a2b0-ef94da3ea2ef	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_13-00353_AML_14-00016_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1394	BAML-14-00036		3698ecc2-aefc-4fe3-a45c-d0be639699cc	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_13-00654_AML_14-00036_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1408	BAML-14-00020		14d0f532-4dc6-41ef-96ef-14c203c0f385	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00021_AML_14-00020_Skin.mutect.c.0.annot.filt.maf
BAML-1408	BAML-14-00021		c88e6ece-e57a-4187-9e64-d37ee83b1e34	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00021_AML_14-00020_Skin.mutect.c.0.annot.filt.maf
BAML-1430	BAML-14-00033		fd59f7bf-16d0-4234-b244-594ce28d022a	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00031_AML_14-00033_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1430	BAML-14-00031		0c45b005-da43-4528-90d9-267b1fc3abd1	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00031_AML_14-00033_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1375	BAML-13-00618		2c6cc91c-f34f-4d10-8804-a3a2f505dfac	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_13-00615_AML_13-00618_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1373	BAML-13-00617		a7c80f28-c74e-48be-b78d-978d6562f54e	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_13-00619_AML_13-00617_Skin.mutect.c.0.annot.filt.maf
BAML-1434	BAML-14-00043		faef7f34-0f72-439c-a164-a6d2c4230f25	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00041_AML_14-00043_Skin.mutect.c.0.annot.filt.maf
BAML-1434	BAML-14-00043		5df6e643-765b-43b7-8329-31f93c8c5aa1	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00041_AML_14-00043_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1435	BAML-14-00046		98dd0aa6-e659-4edf-8b10-b286034b3852	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00045_AML_14-00046_Skin.mutect.c.0.annot.filt.maf
BAML-1446	BAML-14-00072		599865dc-b3d5-4db9-b35c-7d50dc42ba3b	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00066_AML_14-00072_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1448	BAML-14-00071		3f655987-a8da-4753-a74e-b222bacc416d	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00067_AML_14-00071_Skin.mutect.c.0.annot.filt.maf
BAML-1454	BAML-14-00083		aa251463-6971-4192-83bb-839229aee5e2	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00083_AML_14-00101_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1441	BAML-14-00060		cdaa986d-2f82-4634-b29e-60c605375888	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00060_AML_14-00073_Skin.mutect.c.0.annot.filt.maf
BAML-1464	BAML-14-00100		26724f44-67b1-46a6-9ed9-1400265f8573	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00096_AML_14-00100_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1453	BAML-14-00103		38b5414d-4c9d-42e6-b74a-b4cdf7119fca	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00081_AML_14-00103_Skin.mutect.c.0.annot.filt.maf
BAML-1453	BAML-14-00103		be767c5d-2159-4f40-80ce-2a8a7b4d5789	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00081_AML_14-00103_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1453	BAML-14-00103		e3c16fdf-c77e-411c-aca8-60d177484ae0	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00081_AML_14-00103_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1461	BAML-14-00102		591bbc92-b103-4053-9ab5-6896bd444c81	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00092_AML_14-00102_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1441	BAML-14-00073		7f0997e9-2bd8-453a-b18e-76fe60feb829	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00060_AML_14-00073_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1485	BAML-14-00135		739c6226-767b-4296-aaa4-94e216667415	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00135_AML_14-00136_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1485	BAML-14-00135		32cfaf0b-e556-4765-abed-04cb57042092	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00135_AML_14-00136_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1488	BAML-14-00140		14bfa812-1805-4bad-852c-0ff35d0d8064	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00141_AML_14-00140_Skin.mutect.c.0.annot.filt.maf
BAML-1505	BAML-14-00170		bdb45449-e1e5-456b-a0f4-b4c5cb8cd7cd	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00171_AML_14-00170_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1505	BAML-14-00171		cf6d3c35-489b-4c51-be35-596605cd0308	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00171_AML_14-00170_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1527	BAML-14-00212		0511702f-bd3e-49d9-a4a7-bbf45e1d1572	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00212_AML_14-00220_Skin.mutect.c.0.annot.filt.maf
BAML-1508	BAML-14-00223		8cb5e35e-04ed-4dcb-97c9-fadcdc008df4	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00175_AML_14-00223_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1532	BAML-14-00227		b1718561-0cf4-4e0d-8c9d-d8d68842ebc0	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00228_AML_14-00227_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1545	BAML-14-00253		38c14e54-0e76-4450-843b-7294b52970a8	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00253_AML_14-00252_Skin.mutect.c.0.annot.filt.maf
BAML-1546	BAML-14-00256		a887f814-9c53-47a6-b5af-efe0f47c8a3c	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00259_AML_14-00256_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1546	BAML-14-00259		fabc4205-72d9-4f5c-8377-e15aa9f083ad	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00259_AML_14-00256_Skin.mutect.c.0.annot.filt.maf
BAML-1552	BAML-14-00267		7da8a105-9455-4fca-90f0-682b00a9ab5f	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00268_AML_14-00267_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1552	BAML-14-00268		2322e4d6-ada2-4307-ac64-0ff3ec88e6fc	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00268_AML_14-00267_Skin.mutect.c.0.annot.filt.maf
BAML-1553	BAML-14-00269		fab3d6c8-cddb-4ba4-85b3-93bf2023ce3e	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00270_AML_14-00269_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1553	BAML-14-00270		77b553be-502d-441b-bc8c-a6c57f164eed	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00270_AML_14-00269_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1554	BAML-14-00273		8f95e96b-9cfe-4246-8f4e-76ffe625c2b7	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00273_AML_14-00271_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1558	BAML-14-00280		e37053da-690e-4c1a-baf6-2ed67c2cfd78	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00279_AML_14-00280_Skin.mutect.c.0.annot.filt.maf
BAML-1561	BAML-14-00288		2e046e30-0e4c-4e6b-b686-ab1fa75ec22f	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00289_AML_14-00288_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1566	BAML-14-00298		1d4b05e6-fcef-42fd-b2ad-9db59237b390	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00298_AML_14-00299_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1586	BAML-14-00331		527eb418-722a-4477-8b48-9fa30fb2cc31	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00331_AML_14-00332_Skin.mutect.c.0.annot.filt.maf
BAML-1586	BAML-14-00331		16514da5-2ecf-4503-b524-90a1458fe98d	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00331_AML_14-00332_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
BAML-1586	BAML-14-00331		266c50eb-084c-4a70-95d9-7572bc4ef047	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00331_AML_14-00332_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1602	BAML-14-00355		74029bed-e8b7-4ae3-af06-4044449cbfb0	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00355_AML_14-00354_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1602	BAML-14-00354		e56e1a1d-be82-40a3-8ce5-96fdaa745870	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00355_AML_14-00354_Skin.mutect.c.0.annot.filt.maf
BAML-1612	BAML-14-00368		a713356f-2634-4925-8b72-f187469618c3	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00369_AML_14-00368_Skin.varscan2.t.100.n.100.snp.Somatic.hc.filter.pass.annot.filt.maf
BAML-1612	BAML-14-00369		13670b35-05cf-4ff0-95b7-8f7017b173e1	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00369_AML_14-00368_Skin.mutect.c.0.annot.filt.maf
BAML-1614	BAML-14-00375		8b587479-22da-4fab-acf4-8a5774de55cd	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/mutect/Pair_14-00376_AML_14-00375_Skin.mutect.c.0.annot.filt.maf
BAML-1630	BAML-14-00402		bdf6cad5-85d7-4215-a24a-00089e3b6706	/mnt/lustre1/BeatAML/seqcap/processed/BeatAML1/variants/somatic_calls/varscan/Pair_14-00401_AML_14-00402_Skin.varscan2.t.100.n.100.indel.annot.filt.maf
